Version,GDH,GITC,Na Cit (pH 5.00),Na Cit (pH 5.50),Na Cit (pH 6.11),Na Cit (pH 6.50),Na Cit (pH 8.5),Na Cit (pH 11),Na Cit (pH 11.5),EDTA,IGEPAL,SDS 20%,IPA,Water,NaI 6M,NaI 8M,NaI 8M + thiosulfate,NaI 9M,NaI 10M,LiCl,CaCl2,PEG 8000,PEG 6000,PEG 3350,PEG 1000,PEG 400,TCEP,Phosphate Citrate 0.2M pH 7.8,Phosphate Citrate 0.2M pH 10,Bead Number,Bead Quantity,CTAB 10%,Citric Acid,Phosphate Citrate 1M pH 5,Phosphate Citrate 1M pH 7.8,Phosphate Citrate 1M pH 9,Phosphate Citrate 1M pH 10,NaCl 5M,sodium sulfite (g),sodium acetate 3M,Ammonium Sulfate 8M,Ammonium Sulfate 1M,Ammonium Chloride 4M,Magnesium Chloride 2mM,CDTA 0.5M pH 7
V90_4W6,0,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.295,0.255,0,1.775,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V90_4W7,0,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,2.04,0.51,0,1.775,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V105,0,0,0,0,0.25,0,0,0,0,0.2,0.125,0.375,3.5,1.6,0,3.55,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V106,0,0,0,0,0.25,0,0,0,0,0.25,0.125,0.375,4,1.1,0,3.55,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V107,0.2,0,0,0,0.25,0,0,0,0,0.25,0.125,0.375,3.5,1.6,0,3.36,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V108,0.2,0,0,0,0.25,0,0,0,0,0.25,0.125,0.375,4,1.1,0,3.36,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V109,0,0,0,0,1.25,0,0,0,0,1,0.625,1.875,18.75,6.2,0,17.75,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2.5,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0
V110,0,0,0,0,1.25,0,0,0,0,1,0,0,18.75,8.75,0,17.75,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2.5,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0
V111,0,0,0,0,1.25,0,0,0,0,1,0,0,18.75,9.25,0,17.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V112,0,0,0,0,0,0,0,0,0,0.1,0.063,0.188,1.875,0.625,0,0.9,0,.,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V113,0,0,0,0,0,0,0,0,0,0.1,0.063,0.188,1.875,0.625,0,0.9,0,.,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0
V114,0,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,1.875,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V115,0,0,0,0,0.125,0,0,0,0,0.1,0.063,0.188,1.875,0.63,0,0.5,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V116,0,0,0,0,0.125,0,0,0,0,0.1,0,0,1.875,0.63,0,1.775,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V117,7.8,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V118,0,7.8,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V119,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,10,0.6,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V120,0,0,0,0,0,0,0,0,0.5,0.4,0.25,0.75,6,3.85,0,5.85,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
V121,0,0,0,0,0,0,0,0,0.5,0.4,0.25,0.75,6,5.8,0,3.9,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V122,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,3.85,0,5.85,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V123,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,5.8,0,3.9,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V124,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,10,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7.5,0,0,0,0,0,0,0
V125,0,0,0,0,0,0,0,0,0.5,0.4,0.25,0.75,6,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,2,7.8,0,0,0,0,0,0,0
V126,0,3.75,0,0,0.5,0,0,0,0,0.4,0.25,0.75,10,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0
V127,0,0,0,0,0,0,0,0,0.5,0.4,0.25,0.75,6,1.9,0,5,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,2,0,0,2.8,0,0,0,0,0
V128,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,9,0.6,0,7.5,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V129,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,8,0.6,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
V130,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,4.5,0,6.6,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V131,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,3.3,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V132,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,4.1,0,6.6,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0
V133,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,5.3,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V134,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,3.9,0,7.8,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V135,0,0,0,0,0,0,0,0,0.5,0.4,0.25,0.75,6,3.9,0,5,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0
V136,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,8,0.6,0,7,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
V137,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,3.9,0,7.8,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V138,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,3.9,0,6.8,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
V139,0,0,0,0,0.5,0,0,0,0,0.4,0,0.75,6,1.9,0,7.8,0,0,0,0,0,0,0,0,0,0,0.4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V140,0,0,0,0,0,0,0,0,0.5,0.4,0.25,0.75,6,1.9,0,5,0,0,0,0,0,0,0,0,0,0,0.4,2,0,0,1,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0
V141,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,8,2.6,0,5,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
V142,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,8,1.1,0,7,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0
V143,0,0,0,0,0,0,0,0,0.5,0.4,0.25,0.75,6,1.9,0,4,0,0,0,0,0,0,0,0,0,0,0.4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0
V144,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,8,3.1,0,5,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0
V145,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,8,1.6,0,7,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V146,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,8,3.6,0,5,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V147,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,8,2.6,0,5,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
V148,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,3.1,0,7,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0
V149,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,5,4.1,0,7,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0
V150,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,1.4,0,7.8,0,0,0,0,0,0,0,0,0,0,0.4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
V151,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,0.9,0,7.8,0,0,0,0,0,0,0,0,0,0,0.4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V152,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,8,0.85,0,7,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0
V153,0,0,0,0,0.5,0,0,0,0,0.4,0,0.75,8,1.35,0,7.8,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
V154,0,0,0,0,0.5,0,0,0,0,0.4,0,0.75,7,1.4,0,7.8,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
V155,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,7,1.15,0,7.8,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
V156,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,7,0.65,0,7.8,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V157,0,0,0,0,0,0,0,0,0,0.4,0.25,0.75,8,1.6,0,7,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0
V158,0,0,0,0,0,0,0,0,0,0.4,0.25,0.75,8,1.2,0,7,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V159,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,8,1.4,0,7.8,0,0,0,0,0,0,0,0,0,0,0.4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
V160,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,8,1.4,0,7.8,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V161,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,1.4,0,7.8,0,0,0,0,0,0,0,0,0,0,0.4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
V162,0,0,0,0,0,0,0,0,0,0.4,0.25,0.75,7,1.15,0,7.8,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
V163,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,8,1.1,0,7,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0
V164,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,7,1.15,0,7.8,0,0,0,0,0,0,0,0,0,0,0.4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
V165,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,8,1.4,0,7.8,0,0,0,0,0,0,0,0,0,0,0.4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
V166,0,0,0,0,0.25,0,0,0,0,0.2,0.125,0.375,5,0.5,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V167,0,0,0,0,0.5,0,0,0,0,0.4,0,0.75,6,4.7,0,5,0,0,0,0,0,0,0,0,0,0,0.4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V168,0,0,0,0,0,0,0,0,0,0.4,0,0.75,7,2.45,0,7,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V169,0,0,0,0,0,0,0,0,0,0.4,0.25,0.75,6,3.2,0,7,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V170,0,0,0,0,0.25,0,0,0,0,0,0.125,0.375,5,0.7,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V171,7.8,0,0,0,0.5,0,0,0,0,0.4,0,0.75,6,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V172,7.8,0,0,0,0.5,0,0,0,0,0,0,0.75,6,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V173,0,0,0,0,0.5,0,0,0,0,0,0,0.75,6,2.3,0,7.8,0,0,0,0,0,0,0,0,0,0,0.4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V174,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0
V175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V176,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,4.68,0,6.6,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
V177,0,0,0,0,0.5,0,0,0,0,0.4,0.25,0.75,6,4.3,0,6.6,0,0,0,0,0,0,0.4,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V178,0,0,0,0,2.5,0,0,0,0,2,0,0.49,30,12.76,0,39,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V180,0,0,0,0,2.5,0,0,0,0,0,0,0,30,9.5,0,39,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0
V181,0,0,0,0,2.5,0,0,0,0,2,0,0,30,3.38,0,39,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,9.875,0,0,0,0,0,0,0,0,0,0,0,0,0
V182,0,0,0,0,2.5,0,0,0,0,2,0,0,30,8.313,0,39,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,4.937,0,0,0,0,0,0,0,0,0,0,0,0,0
V183,0,0,0,0,2.5,0,0,0,0,0,0,3.75,30,9.5,0,39,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
V184,0,0,0,0,0.5,0,0,0,0,0.4,0,0.75,6,2.1,0,0,7.8,0,0,0,0,0,0,0,0,0,0.2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V139-10,0,0,0,0,0.5,0,0,0,0,0.4,0,0.75,6,3.1,0,0,7.8,0,0,0,0,0,0,0,0,0,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
